# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
gene:ENSCPGG00000003641	gene:ENSCPGG00000003641	ENSCPGT00000005562	protein_coding	0	0	0	184	0	0	0	34	0	0	0	114	0	0	0	0	36
gene:ENSCPGG00000003661	gene:ENSCPGG00000003661	ENSCPGT00000005584	protein_coding	0	0	0	344	0	0	0	27	0	0	0	299	0	0	0	0	18
gene:ENSCPGG00000003671	gene:ENSCPGG00000003671	ENSCPGT00000005603	miRNA	0	0	0	44	0	0	0	23	0	0	0	0	0	0	0	0	21
gene:ENSCPGG00000003681	gene:ENSCPGG00000003681	ENSCPGT00000005614	protein_coding	0	0	0	77	0	0	0	28	0	0	0	18	0	0	0	0	31
gene:ENSCPGG00000003685	gene:ENSCPGG00000003685	ENSCPGT00000005619	snRNA	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14
gene:ENSCPGG00000011984	gene:ENSCPGG00000011984	ENSCPGT00000018672	protein_coding	0	0	0	320	0	0	0	31	0	0	0	272	0	0	0	0	17
gene:ENSCPGG00000011984	gene:ENSCPGG00000011984	ENSCPGT00000018692	protein_coding	0	0	0	320	0	0	0	31	0	0	0	272	0	0	0	0	17
gene:ENSCPGG00000011984	gene:ENSCPGG00000011984	ENSCPGT00000018715	protein_coding	0	0	0	320	0	0	0	31	0	0	0	272	0	0	0	0	17
gene:ENSCPGG00000011984	gene:ENSCPGG00000011984	ENSCPGT00000018730	protein_coding	0	0	0	320	0	0	0	31	0	0	0	272	0	0	0	0	17
gene:ENSCPGG00000011984	gene:ENSCPGG00000011984	ENSCPGT00000018748	protein_coding	0	0	0	308	0	0	0	31	0	0	0	266	0	0	0	0	11
gene:ENSCPGG00000012062	gene:ENSCPGG00000012062	ENSCPGT00000018779	protein_coding	0	0	0	356	0	0	0	20	0	0	0	321	0	0	0	0	15
gene:ENSCPGG00000012062	gene:ENSCPGG00000012062	ENSCPGT00000018785	protein_coding	0	0	0	214	0	0	0	20	0	0	0	175	0	0	0	0	19
gene:ENSCPGG00000012062	gene:ENSCPGG00000012062	ENSCPGT00000018797	protein_coding	0	0	0	170	0	0	0	20	0	0	0	114	0	0	0	0	36
gene:ENSCPGG00000012081	gene:ENSCPGG00000012081	ENSCPGT00000018805	protein_coding	0	0	0	105	0	0	0	25	0	0	0	59	0	0	0	0	21
gene:ENSCPGG00000012088	gene:ENSCPGG00000012088	ENSCPGT00000018854	protein_coding	0	0	0	106	0	0	0	23	0	0	0	55	0	0	0	0	28
gene:ENSCPGG00000012088	gene:ENSCPGG00000012088	ENSCPGT00000018867	protein_coding	0	0	0	99	0	0	0	24	0	0	0	47	0	0	0	0	28
gene:ENSCPGG00000012088	gene:ENSCPGG00000012088	ENSCPGT00000018869	protein_coding	0	0	0	104	0	0	0	26	0	0	0	51	0	0	0	0	27
gene:ENSCPGG00000012124	gene:ENSCPGG00000012124	ENSCPGT00000018891	protein_coding	0	0	0	107	0	0	0	18	0	0	0	56	0	0	0	0	33
gene:ENSCPGG00000012140	gene:ENSCPGG00000012140	ENSCPGT00000018919	protein_coding	0	0	0	51	0	0	0	18	0	0	0	14	0	0	0	0	19
gene:ENSCPGG00000012149	gene:ENSCPGG00000012149	ENSCPGT00000018928	protein_coding	0	0	0	45	0	0	0	26	0	0	0	2	0	0	0	0	17
gene:ENSCPGG00000012159	gene:ENSCPGG00000012159	ENSCPGT00000018936	protein_coding	0	0	0	118	0	0	0	30	0	0	0	71	0	0	0	0	17
gene:ENSCPGG00000012163	gene:ENSCPGG00000012163	ENSCPGT00000018946	protein_coding	0	0	0	85	0	0	0	21	0	0	0	45	0	0	0	0	19
gene:ENSCPGG00000012163	gene:ENSCPGG00000012163	ENSCPGT00000018960	protein_coding	0	0	0	85	0	0	0	21	0	0	0	41	0	0	0	0	23
gene:ENSCPGG00000012203	gene:ENSCPGG00000012203	ENSCPGT00000019081	protein_coding	0	0	0	157	0	0	0	30	0	0	0	97	0	0	0	0	30
gene:ENSCPGG00000012203	gene:ENSCPGG00000012203	ENSCPGT00000019108	protein_coding	0	0	0	157	0	0	0	30	0	0	0	97	0	0	0	0	30
gene:ENSCPGG00000012287	gene:ENSCPGG00000012287	ENSCPGT00000019178	protein_coding	0	0	0	181	0	0	0	20	0	0	0	131	0	0	0	0	30
gene:ENSCPGG00000012287	gene:ENSCPGG00000012287	ENSCPGT00000019182	protein_coding	0	0	0	181	0	0	0	20	0	0	0	131	0	0	0	0	30
gene:ENSCPGG00000012316	gene:ENSCPGG00000012316	ENSCPGT00000019215	protein_coding	0	0	0	141	0	0	0	40	0	0	0	80	0	0	0	0	21
gene:ENSCPGG00000012316	gene:ENSCPGG00000012316	ENSCPGT00000019219	protein_coding	0	0	0	140	0	0	0	43	0	0	0	76	0	0	0	0	21
gene:ENSCPGG00000012337	gene:ENSCPGG00000012337	ENSCPGT00000019243	protein_coding	0	0	0	102	0	0	0	23	0	0	0	58	0	0	0	0	21
gene:ENSCPGG00000012353	gene:ENSCPGG00000012353	ENSCPGT00000019266	protein_coding	0	0	0	207	0	0	0	39	0	0	0	140	0	0	0	0	28
gene:ENSCPGG00000012353	gene:ENSCPGG00000012353	ENSCPGT00000019270	protein_coding	0	0	0	182	0	0	0	24	0	0	0	130	0	0	0	0	28
gene:ENSCPGG00000012383	gene:ENSCPGG00000012383	ENSCPGT00000019319	protein_coding	0	0	0	139	0	0	0	29	0	0	0	80	0	0	0	0	30
gene:ENSCPGG00000012420	gene:ENSCPGG00000012420	ENSCPGT00000019423	protein_coding	0	0	0	97	0	0	0	21	0	0	0	62	0	0	0	0	14
gene:ENSCPGG00000012420	gene:ENSCPGG00000012420	ENSCPGT00000019437	protein_coding	0	0	0	83	0	0	0	21	0	0	0	51	0	0	0	0	11
gene:ENSCPGG00000012472	gene:ENSCPGG00000012472	ENSCPGT00000019469	protein_coding	0	0	0	215	0	0	0	33	0	0	0	162	0	0	0	0	20
gene:ENSCPGG00000012474	gene:ENSCPGG00000012474	ENSCPGT00000019474	protein_coding	0	0	0	72	0	0	0	25	0	0	0	8	0	0	0	0	39
gene:ENSCPGG00000012481	gene:ENSCPGG00000012481	ENSCPGT00000019485	protein_coding	0	0	0	97	0	0	0	31	0	0	0	44	0	0	0	0	22
gene:ENSCPGG00000012486	gene:ENSCPGG00000012486	ENSCPGT00000019496	protein_coding	0	0	0	321	0	0	0	14	0	0	0	284	0	0	0	0	23
gene:ENSCPGG00000012497	gene:ENSCPGG00000012497	ENSCPGT00000019530	protein_coding	0	0	0	57	0	0	0	28	0	0	0	5	0	0	0	0	24
gene:ENSCPGG00000012518	gene:ENSCPGG00000012518	ENSCPGT00000019571	protein_coding	0	0	0	190	0	0	0	35	0	0	0	136	0	0	0	0	19
gene:ENSCPGG00000012543	gene:ENSCPGG00000012543	ENSCPGT00000019583	protein_coding	0	0	0	73	0	0	0	21	0	0	0	21	0	0	0	0	31
gene:ENSCPGG00000012585	gene:ENSCPGG00000012585	ENSCPGT00000019649	protein_coding	0	0	0	160	0	0	0	36	0	0	0	94	0	0	0	0	30
gene:ENSCPGG00000012592	gene:ENSCPGG00000012592	ENSCPGT00000019659	protein_coding	0	0	0	183	0	0	0	31	0	0	0	111	0	0	0	0	41
gene:ENSCPGG00000012611	gene:ENSCPGG00000012611	ENSCPGT00000019707	protein_coding	0	0	0	77	0	0	0	18	0	0	0	42	0	0	0	0	17
gene:ENSCPGG00000012635	gene:ENSCPGG00000012635	ENSCPGT00000019726	protein_coding	0	0	0	124	0	0	0	9	0	0	0	100	0	0	0	0	15
gene:ENSCPGG00000012635	gene:ENSCPGG00000012635	ENSCPGT00000019737	protein_coding	0	0	0	124	0	0	0	9	0	0	0	100	0	0	0	0	15
gene:ENSCPGG00000012645	gene:ENSCPGG00000012645	ENSCPGT00000019757	protein_coding	0	0	0	123	0	0	0	20	0	0	0	85	0	0	0	0	18
gene:ENSCPGG00000012654	gene:ENSCPGG00000012654	ENSCPGT00000019775	protein_coding	0	0	0	355	0	0	0	20	0	0	0	321	0	0	0	0	14
gene:ENSCPGG00000012660	gene:ENSCPGG00000012660	ENSCPGT00000019787	protein_coding	0	0	0	60	0	0	0	17	0	0	0	30	0	0	0	0	13
gene:ENSCPGG00000012671	gene:ENSCPGG00000012671	ENSCPGT00000019811	rRNA	0	0	0	22	0	0	0	10	0	0	0	0	0	0	0	0	12
gene:ENSCPGG00000012678	gene:ENSCPGG00000012678	ENSCPGT00000019829	protein_coding	0	0	0	295	0	0	0	36	0	0	0	240	0	0	0	0	19
gene:ENSCPGG00000012697	gene:ENSCPGG00000012697	ENSCPGT00000019852	protein_coding	0	0	0	162	0	0	0	5	0	0	0	120	0	0	0	0	37
gene:ENSCPGG00000012697	gene:ENSCPGG00000012697	ENSCPGT00000019857	protein_coding	0	0	0	125	0	0	0	24	0	0	0	75	0	0	0	0	26
gene:ENSCPGG00000012697	gene:ENSCPGG00000012697	ENSCPGT00000019865	protein_coding	0	0	0	109	0	0	0	27	0	0	0	76	0	0	0	0	6
gene:ENSCPGG00000012713	gene:ENSCPGG00000012713	ENSCPGT00000019879	protein_coding	0	0	0	73	0	0	0	30	0	0	0	20	0	0	0	0	23
gene:ENSCPGG00000012716	gene:ENSCPGG00000012716	ENSCPGT00000019884	protein_coding	0	0	0	76	0	0	0	25	0	0	0	30	0	0	0	0	21
gene:ENSCPGG00000012722	gene:ENSCPGG00000012722	ENSCPGT00000019893	protein_coding	0	0	0	31	0	0	0	12	0	0	0	2	0	0	0	0	17
gene:ENSCPGG00000012729	gene:ENSCPGG00000012729	ENSCPGT00000019906	protein_coding	0	0	0	180	0	0	0	23	0	0	0	127	0	0	0	0	30
gene:ENSCPGG00000012729	gene:ENSCPGG00000012729	ENSCPGT00000019911	protein_coding	0	0	0	180	0	0	0	23	0	0	0	127	0	0	0	0	30
gene:ENSCPGG00000012738	gene:ENSCPGG00000012738	ENSCPGT00000019919	protein_coding	0	0	0	61	0	0	0	32	0	0	0	6	0	0	0	0	23
gene:ENSCPGG00000017314	gene:ENSCPGG00000017314	ENSCPGT00000027465	protein_coding	0	0	0	855	0	0	0	37	0	0	0	796	0	0	0	0	22
gene:ENSCPGG00000017324	gene:ENSCPGG00000017324	ENSCPGT00000027484	protein_coding	0	0	0	1219	0	0	0	34	0	0	0	1159	0	0	0	0	26
gene:ENSCPGG00000017342	gene:ENSCPGG00000017342	ENSCPGT00000027506	misc_RNA	0	0	0	54	0	0	0	28	0	0	0	0	0	0	0	0	26
gene:ENSCPGG00000017347	gene:ENSCPGG00000017347	ENSCPGT00000027515	protein_coding	0	0	0	55	0	0	0	23	0	0	0	0	0	0	0	0	32
gene:ENSCPGG00000017355	gene:ENSCPGG00000017355	ENSCPGT00000027525	protein_coding	0	0	0	688	0	0	0	38	0	0	0	614	0	0	0	0	36
gene:ENSCPGG00000017376	gene:ENSCPGG00000017376	ENSCPGT00000027608	protein_coding	0	0	0	486	0	0	0	26	0	0	0	423	0	0	0	0	37
gene:ENSCPGG00000017439	gene:ENSCPGG00000017439	ENSCPGT00000027641	protein_coding	0	0	0	463	0	0	0	26	0	0	0	398	0	0	0	0	39
gene:ENSCPGG00000017439	gene:ENSCPGG00000017439	ENSCPGT00000027650	protein_coding	0	0	0	160	0	0	0	26	0	0	0	108	0	0	0	0	26
gene:ENSCPGG00000017458	gene:ENSCPGG00000017458	ENSCPGT00000027671	protein_coding	0	0	0	85	0	0	0	31	0	0	0	27	0	0	0	0	27
gene:ENSCPGG00000017470	gene:ENSCPGG00000017470	ENSCPGT00000027681	protein_coding	0	0	0	206	0	0	0	25	0	0	0	156	0	0	0	0	25
gene:ENSCPGG00000017476	gene:ENSCPGG00000017476	ENSCPGT00000027689	protein_coding	0	0	0	1183	0	0	0	23	0	0	0	1107	0	0	0	0	53
gene:ENSCPGG00000017481	gene:ENSCPGG00000017481	ENSCPGT00000027700	protein_coding	0	0	0	620	0	0	0	21	0	0	0	578	0	0	0	0	21
gene:ENSCPGG00000017495	gene:ENSCPGG00000017495	ENSCPGT00000027717	protein_coding	0	0	0	139	0	0	0	34	0	0	0	73	0	0	0	0	32
gene:ENSCPGG00000017503	gene:ENSCPGG00000017503	ENSCPGT00000027728	protein_coding	0	0	0	185	0	0	0	22	0	0	0	143	0	0	0	0	20
gene:ENSCPGG00000017503	gene:ENSCPGG00000017503	ENSCPGT00000027733	protein_coding	0	0	0	166	0	0	0	20	0	0	0	126	0	0	0	0	20
gene:ENSCPGG00000017520	gene:ENSCPGG00000017520	ENSCPGT00000027759	protein_coding	0	0	0	1466	0	0	0	17	0	0	0	1418	0	0	0	0	31
gene:ENSCPGG00000017520	gene:ENSCPGG00000017520	ENSCPGT00000027780	protein_coding	0	0	0	1466	0	0	0	17	0	0	0	1418	0	0	0	0	31
gene:ENSCPGG00000017900	gene:ENSCPGG00000017900	ENSCPGT00000028846	protein_coding	0	0	0	647	0	0	0	32	0	0	0	595	0	0	0	0	20
gene:ENSCPGG00000017900	gene:ENSCPGG00000017900	ENSCPGT00000028888	protein_coding	0	0	0	598	0	0	0	32	0	0	0	536	0	0	0	0	30
gene:ENSCPGG00000017900	gene:ENSCPGG00000017900	ENSCPGT00000028897	protein_coding	0	0	0	598	0	0	0	32	0	0	0	536	0	0	0	0	30
gene:ENSCPGG00000017900	gene:ENSCPGG00000017900	ENSCPGT00000028901	protein_coding	0	0	0	598	0	0	0	32	0	0	0	536	0	0	0	0	30
gene:ENSCPGG00000018265	gene:ENSCPGG00000018265	ENSCPGT00000028944	protein_coding	0	0	0	3136	0	0	0	18	0	0	0	3097	0	0	0	0	21
gene:ENSCPGG00000018265	gene:ENSCPGG00000018265	ENSCPGT00000028960	protein_coding	0	0	0	3136	0	0	0	18	0	0	0	3097	0	0	0	0	21
gene:ENSCPGG00000018265	gene:ENSCPGG00000018265	ENSCPGT00000028988	protein_coding	0	0	0	2628	0	0	0	18	0	0	0	2585	0	0	0	0	25
gene:ENSCPGG00000018308	gene:ENSCPGG00000018308	ENSCPGT00000029019	protein_coding	0	0	0	319	0	0	0	17	0	0	0	280	0	0	0	0	22
gene:ENSCPGG00000018317	gene:ENSCPGG00000018317	ENSCPGT00000029033	protein_coding	0	0	0	356	0	0	0	33	0	0	0	292	0	0	0	0	31
gene:ENSCPGG00000018327	gene:ENSCPGG00000018327	ENSCPGT00000029059	protein_coding	0	0	0	114	0	0	0	30	0	0	0	56	0	0	0	0	28
gene:ENSCPGG00000018341	gene:ENSCPGG00000018341	ENSCPGT00000029073	protein_coding	0	0	0	105	0	0	0	27	0	0	0	49	0	0	0	0	29
gene:ENSCPGG00000018352	gene:ENSCPGG00000018352	ENSCPGT00000029087	protein_coding	0	0	0	347	0	0	0	49	0	0	0	271	0	0	0	0	27
gene:ENSCPGG00000018375	gene:ENSCPGG00000018375	ENSCPGT00000029116	protein_coding	0	0	0	101	0	0	0	24	0	0	0	47	0	0	0	0	30
gene:ENSCPGG00000018381	gene:ENSCPGG00000018381	ENSCPGT00000029128	protein_coding	0	0	0	107	0	0	0	31	0	0	0	53	0	0	0	0	23
gene:ENSCPGG00000018393	gene:ENSCPGG00000018393	ENSCPGT00000029146	protein_coding	0	0	0	288	0	0	0	36	0	0	0	227	0	0	0	0	25
gene:ENSCPGG00000018393	gene:ENSCPGG00000018393	ENSCPGT00000029151	protein_coding	0	0	0	117	0	0	0	46	0	0	0	46	0	0	0	0	25
gene:ENSCPGG00000018408	gene:ENSCPGG00000018408	ENSCPGT00000029170	protein_coding	0	0	0	123	0	0	0	28	0	0	0	53	0	0	0	0	42
gene:ENSCPGG00000018415	gene:ENSCPGG00000018415	ENSCPGT00000029175	protein_coding	0	0	0	105	0	0	0	14	0	0	0	60	0	0	0	0	31
gene:ENSCPGG00000018420	gene:ENSCPGG00000018420	ENSCPGT00000029183	snoRNA	0	0	0	49	0	0	0	18	0	0	0	0	0	0	0	0	31
gene:ENSCPGG00000018492	gene:ENSCPGG00000018492	ENSCPGT00000029524	protein_coding	0	0	0	1179	0	0	0	21	0	0	0	1118	0	0	0	0	40
gene:ENSCPGG00000018492	gene:ENSCPGG00000018492	ENSCPGT00000029533	protein_coding	0	0	0	1179	0	0	0	21	0	0	0	1118	0	0	0	0	40
gene:ENSCPGG00000018492	gene:ENSCPGG00000018492	ENSCPGT00000029541	protein_coding	0	0	0	791	0	0	0	21	0	0	0	744	0	0	0	0	26
gene:ENSCPGG00000018492	gene:ENSCPGG00000018492	ENSCPGT00000029542	protein_coding	0	0	0	759	0	0	0	20	0	0	0	711	0	0	0	0	28
gene:ENSCPGG00000018651	gene:ENSCPGG00000018651	ENSCPGT00000029546	protein_coding	0	0	0	223	0	0	0	34	0	0	0	154	0	0	0	0	35
gene:ENSCPGG00000018655	gene:ENSCPGG00000018655	ENSCPGT00000029557	protein_coding	0	0	0	140	0	0	0	37	0	0	0	71	0	0	0	0	32
gene:ENSCPGG00000018659	gene:ENSCPGG00000018659	ENSCPGT00000029564	protein_coding	0	0	0	123	0	0	0	23	0	0	0	61	0	0	0	0	39
